Variable 1,Variable 2,Correlación
MTHFR 239035_at,MYD88 209124_at,0.9544980056996523
MTHFR 239035_at,NLRC5 226474_at,0.951147222819015
MTHFR 239035_at,TNFRSF11A 238846_at,0.9503494314784858
MTHFR 239035_at,VDR 213692_s_at,0.9501505819898134
MX1 202086_at,OAS1 202869_at,0.9639518093605333
MX1 202086_at,STAT1 209969_s_at,0.9533621718415786
MYD88 209124_at,TAP2 225973_at,0.9667002538512742
MYD88 209124_at,STAT1 200887_s_at,0.9642980912373703
MYD88 209124_at,TRAF3IP2 215411_s_at,0.9579546453730395
MYD88 209124_at,TAP1 202307_s_at,0.9511657620456538
NFKBIZ 223218_s_at,REL 228812_at,0.9790251228980095
NFKBIZ 223218_s_at,STAT3 225289_at,0.9707189238650098
NFKBIZ 223218_s_at,STAT1 200887_s_at,0.9677506297941977
NFKBIZ 223218_s_at,REL 235242_at,0.9670475452585209
NFKBIZ 223218_s_at,VEGFA 210512_s_at,0.9644594518175069
NFKBIZ 223218_s_at,TRAF3IP2 215411_s_at,0.9623618210905882
NFKBIZ 223218_s_at,STAT3 208991_at,0.9586686222870706
NFKBIZ 223218_s_at,RELA 201783_s_at,0.9569565245502994
NFKBIZ 223218_s_at,TNFRSF11A 238846_at,0.9533184117332076
NFKBIZ 223218_s_at,REL 239486_at,0.9521852169150681
NLRC5 226474_at,TYK2 205546_s_at,0.9760824993893716
NLRC5 226474_at,TAP1 202307_s_at,0.968146689591609
PI3 203691_at,PI3 41469_at,0.9979740184641518
PI3 203691_at,SERPINB3 209719_x_at,0.9791154411562513
PI3 203691_at,SPRR2B 208539_x_at,0.9781212041488893
PI3 203691_at,SERPINB3 209720_s_at,0.9555093326290253
PI3 41469_at,SERPINB3 209719_x_at,0.9764446384436812
PI3 41469_at,SPRR2B 208539_x_at,0.9764147281872735
PI3 41469_at,SERPINB3 209720_s_at,0.9625638526746162
REL 228812_at,REL 235242_at,0.9713139489879523
REL 228812_at,STAT1 200887_s_at,0.9689383600307909
REL 228812_at,STAT3 225289_at,0.9657106891658407
REL 228812_at,TRAF3IP2 215411_s_at,0.9536581764303611
REL 235242_at,STAT1 200887_s_at,0.9678863547599237
REL 235242_at,TNIP1 207196_s_at,0.957839207969087
REL 235242_at,STAT3 225289_at,0.9567927190602363
REL 235242_at,STAT3 208991_at,0.952997017594776
REL 235242_at,TAP2 225973_at,0.9517125360341243
RELA 201783_s_at,STAT3 208991_at,0.9636078366343697
RELA 201783_s_at,TNFRSF11A 238846_at,0.9579337864941329
RELA 201783_s_at,VEGFA 210512_s_at,0.9574399827830302
RELA 201783_s_at,TRAF3IP2 215411_s_at,0.953599458300487
RELA 201783_s_at,TRAF6 205558_at,0.951288826940746
RNASE7 234699_at,RNASE7 234700_s_at,0.9577151124922311
S100A7 205916_at,S100A8 202917_s_at,0.9603390794166102
S100A9 203535_at,SERPINB3 209719_x_at,0.952792704341
SERPINB3 209719_x_at,SPRR2B 208539_x_at,0.9782034640254795
SERPINB3 209719_x_at,SERPINB3 209720_s_at,0.9741918700464253
SERPINB3 209720_s_at,SPRR2B 208539_x_at,0.9537696344097965
SERPINB3 209720_s_at,SERPINB4 211906_s_at,0.9512776363418515
STAT1 200887_s_at,STAT3 225289_at,0.9669990491748417
STAT1 200887_s_at,TRAF3IP2 215411_s_at,0.9654531084563323
STAT1 200887_s_at,STAT3 208991_at,0.9636292804742669
STAT1 200887_s_at,TAP2 225973_at,0.9582913486685053
STAT3 208991_at,STAT3 225289_at,0.9741920712284864
STAT3 208991_at,TRAF3IP2 215411_s_at,0.9527668979410483
STAT3 225289_at,TRAF3IP2 215411_s_at,0.959401453136983
TAP1 202307_s_at,TAP2 225973_at,0.9691762064767341
TAP1 202307_s_at,VDR 204254_s_at,0.9597312868548267
TAP1 202307_s_at,TYK2 205546_s_at,0.9586623692939792
TLR4 224341_x_at,TLR4 232068_s_at,0.9815067067238404
TNFAIP3 202643_s_at,TNFAIP3 202644_s_at,0.9704398941639344
TNFRSF11A 238846_at,VEGFA 210512_s_at,0.9507328713685412
TNIP1 207196_s_at,VEGFA 210512_s_at,0.9637004992792769
TYK2 205546_s_at,VDR 204254_s_at,0.9575115853791435
VDR 204254_s_at,VDR 204255_s_at,0.9762092382540253
VDR 204254_s_at,VDR 213692_s_at,0.9583177443323821
VDR 204255_s_at,VDR 213692_s_at,0.98509997749533
VDR 204255_s_at,VEGFA 210512_s_at,0.9506083855801369
